Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
2699;Título está baixado. Matrícula [201313373] Número [154538            ] * Linha: 4506; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055219] Linha: 4506;
2700;Título está baixado. Matrícula [201314148] Número [148800            ] * Linha: 4507; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055223] Linha: 4507;
2701;Título está baixado. Matrícula [201304262] Número [152990            ] * Linha: 4508; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055240] Linha: 4508;
2702;Título está baixado. Matrícula [201303745] Número [142518            ] * Linha: 4509; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055251] Linha: 4509;
2703;Título está baixado. Matrícula [201302847] Número [143902            ] * Linha: 2030; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113984] Linha: 2030;
2704;Título está baixado. Matrícula [201306943] Número [153133            ] * Linha: 2031; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113986] Linha: 2031;
2705;Título está baixado. Matrícula [201306448] Número [151935            ] * Linha: 2032; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113988] Linha: 2032;
2706;Título está baixado. Matrícula [201403020] Número [153073            ] * Linha: 2033; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114000] Linha: 2033;
2707;Título está baixado. Matrícula [201514683] Número [145784            ] * Linha: 2034; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114014] Linha: 2034;
2708;Título está baixado. Matrícula [201210313] Número [141451            ] * Linha: 2035; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112429] Linha: 2035;
2709;Título está baixado. Matrícula [201302394] Número [152005            ] * Linha: 2036; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112438] Linha: 2036;
2710;Título está baixado. Matrícula [201501245] Número [147821            ] * Linha: 2037; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112465] Linha: 2037;
2711;Título está baixado. Matrícula [201515007] Número [141752            ] * Linha: 2038; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112484] Linha: 2038;
2712;Título está baixado. Matrícula [201509502] Número [150877            ] * Linha: 2039; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112488] Linha: 2039;
2713;Título está baixado. Matrícula [201511473] Número [143885            ] * Linha: 2040; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112490] Linha: 2040;
2714;Título está baixado. Matrícula [201218572] Número [145630            ] * Linha: 2041; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112501] Linha: 2041;
2715;Título está baixado. Matrícula [201319096] Número [155230            ] * Linha: 2042; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112517] Linha: 2042;
2716;Título está baixado. Matrícula [201400170] Número [151738            ] * Linha: 2043; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112531] Linha: 2043;
2717;Título está baixado. Matrícula [201416772] Número [141270            ] * Linha: 2044; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112553] Linha: 2044;
2718;Título está baixado. Matrícula [201515202] Número [151914            ] * Linha: 2045; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112574] Linha: 2045;
2719;Título está baixado. Matrícula [201502246] Número [142211            ] * Linha: 2046; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112650] Linha: 2046;
2720;Título está baixado. Matrícula [201210084] Número [143405            ] * Linha: 2047; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112695] Linha: 2047;
2721;Título está baixado. Matrícula [201210091] Número [155507            ] * Linha: 2048; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112697] Linha: 2048;
2722;Título está baixado. Matrícula [201210432] Número [148953            ] * Linha: 2049; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112701] Linha: 2049;
2723;Título está baixado. Matrícula [201415416] Número [155088            ] * Linha: 2050; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112732] Linha: 2050;
2724;Título está baixado. Matrícula [201415447] Número [153489            ] * Linha: 2051; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112744] Linha: 2051;
2725;Título está baixado. Matrícula [201415642] Número [150866            ] * Linha: 2052; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112760] Linha: 2052;
2726;Título está baixado. Matrícula [201515044] Número [153341            ] * Linha: 2053; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112775] Linha: 2053;
2727;Título está baixado. Matrícula [201207313] Número [142623            ] * Linha: 2054; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112786] Linha: 2054;
2728;Título está baixado. Matrícula [201307484] Número [143544            ] * Linha: 2055; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112815] Linha: 2055;
2729;Título está baixado. Matrícula [201310547] Número [141437            ] * Linha: 2056; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112825] Linha: 2056;
2730;Título está baixado. Matrícula [201400779] Número [144654            ] * Linha: 2057; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112836] Linha: 2057;
2731;Título está baixado. Matrícula [201501728] Número [152534            ] * Linha: 2058; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112884] Linha: 2058;
2732;Título está baixado. Matrícula [201206922] Número [155177            ] * Linha: 2059; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112890] Linha: 2059;
2733;Título está baixado. Matrícula [201210491] Número [145841            ] * Linha: 2060; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112901] Linha: 2060;
2734;Título está baixado. Matrícula [201210512] Número [143301            ] * Linha: 2061; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112908] Linha: 2061;
2735;Título está baixado. Matrícula [201307581] Número [147937            ] * Linha: 2062; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112919] Linha: 2062;
2736;Título está baixado. Matrícula [201515009] Número [153264            ] * Linha: 2063; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111506] Linha: 2063;
2737;Título está baixado. Matrícula [201515527] Número [153343            ] * Linha: 2064; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111523] Linha: 2064;
2738;Título está baixado. Matrícula [201515558] Número [154200            ] * Linha: 2065; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111574] Linha: 2065;
2739;Título está baixado. Matrícula [201512396] Número [145043            ] * Linha: 2066; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111582] Linha: 2066;
2740;Título está baixado. Matrícula [201515365] Número [147680            ] * Linha: 2067; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111596] Linha: 2067;
2741;Título está baixado. Matrícula [81514002] Número [152821            ] * Linha: 2068; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111632] Linha: 2068;
2742;Título está baixado. Matrícula [81512964] Número [150491            ] * Linha: 2069; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22111651] Linha: 2069;
2743;Título está baixado. Matrícula [201310409] Número [151977            ] * Linha: 2070; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22110971] Linha: 2070;
2744;Título está baixado. Matrícula [201406892] Número [144704            ] * Linha: 2670; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104932] Linha: 2670;
2745;Título está baixado. Matrícula [201406932] Número [157095            ] * Linha: 2671; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104934] Linha: 2671;
2746;Título está baixado. Matrícula [201405813] Número [148554            ] * Linha: 2672; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104936] Linha: 2672;
2747;Título está baixado. Matrícula [201306363] Número [145438            ] * Linha: 2673; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104953] Linha: 2673;
2748;Título está baixado. Matrícula [201309448] Número [151281            ] * Linha: 2674; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104960] Linha: 2674;
2749;Título está baixado. Matrícula [201402281] Número [144010            ] * Linha: 2675; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104965] Linha: 2675;
2750;Título está baixado. Matrícula [201402849] Número [152512            ] * Linha: 2676; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104973] Linha: 2676;
2751;Título está baixado. Matrícula [201401383] Número [141572            ] * Linha: 2677; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104975] Linha: 2677;
2752;Título está baixado. Matrícula [201402884] Número [157266            ] * Linha: 2678; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104986] Linha: 2678;
2753;Título está baixado. Matrícula [201405843] Número [146031            ] * Linha: 2679; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104990] Linha: 2679;
2754;Título está baixado. Matrícula [201406462] Número [146849            ] * Linha: 2680; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104992] Linha: 2680;
2755;Título está baixado. Matrícula [201406507] Número [150268            ] * Linha: 2681; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105012] Linha: 2681;
2756;Título está baixado. Matrícula [201307106] Número [142694            ] * Linha: 2682; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105027] Linha: 2682;
2757;Título está baixado. Matrícula [201305156] Número [149989            ] * Linha: 2683; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105030] Linha: 2683;
2758;Título está baixado. Matrícula [201305162] Número [149049            ] * Linha: 2684; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105037] Linha: 2684;
2759;Título está baixado. Matrícula [201306444] Número [146573            ] * Linha: 2685; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105044] Linha: 2685;
2760;Título está baixado. Matrícula [201309991] Número [155380            ] * Linha: 2686; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105048] Linha: 2686;
2761;Título está baixado. Matrícula [201402381] Número [143985            ] * Linha: 2687; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105069] Linha: 2687;
2762;Título está baixado. Matrícula [201402894] Número [150526            ] * Linha: 2688; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105071] Linha: 2688;
2763;Título está baixado. Matrícula [201406540] Número [142185            ] * Linha: 2689; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105086] Linha: 2689;
2764;Título está baixado. Matrícula [201405957] Número [142415            ] * Linha: 2690; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105097] Linha: 2690;
2765;Título está baixado. Matrícula [201411345] Número [148190            ] * Linha: 2691; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103497] Linha: 2691;
2766;Título está baixado. Matrícula [201410663] Número [151387            ] * Linha: 2692; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103505] Linha: 2692;
2767;Título está baixado. Matrícula [201206384] Número [147679            ] * Linha: 2693; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102533] Linha: 2693;
2768;Título está baixado. Matrícula [201517614] Número [146528            ] * Linha: 2694; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102025] Linha: 2694;
2769;Título está baixado. Matrícula [201517725] Número [153848            ] * Linha: 2695; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102045] Linha: 2695;
2770;Título está baixado. Matrícula [201517736] Número [151027            ] * Linha: 2696; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102049] Linha: 2696;
2771;Título está baixado. Matrícula [201516650] Número [152208            ] * Linha: 2697; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102080] Linha: 2697;
2772;Título está baixado. Matrícula [201516781] Número [156088            ] * Linha: 2698; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102097] Linha: 2698;
2773;Título está baixado. Matrícula [201517443] Número [156483            ] * Linha: 2699; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102111] Linha: 2699;
2774;Título está baixado. Matrícula [201517334] Número [151829            ] * Linha: 2700; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102117] Linha: 2700;
2775;Título está baixado. Matrícula [201511605] Número [155518            ] * Linha: 2701; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102146] Linha: 2701;
2776;Título está baixado. Matrícula [201516488] Número [147708            ] * Linha: 2702; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102162] Linha: 2702;
2777;Título está baixado. Matrícula [201207335] Número [152914            ] * Linha: 2703; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102540] Linha: 2703;
2778;Título está baixado. Matrícula [201517488] Número [156272            ] * Linha: 2704; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102175] Linha: 2704;
2779;Título está baixado. Matrícula [201513004] Número [150099            ] * Linha: 2705; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102234] Linha: 2705;
2780;Título está baixado. Matrícula [201522997] Número [149131            ] * Linha: 2706; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102238] Linha: 2706;
2781;Título está baixado. Matrícula [201516729] Número [155468            ] * Linha: 2707; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102242] Linha: 2707;
2782;Título está baixado. Matrícula [201511576] Número [146960            ] * Linha: 2708; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102248] Linha: 2708;
2783;Título está baixado. Matrícula [201516882] Número [151371            ] * Linha: 2709; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102254] Linha: 2709;
2784;Título está baixado. Matrícula [201517551] Número [157007            ] * Linha: 2710; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22102260] Linha: 2710;
